age,job,marital,education,defaulter,balance,housing,loan,contact,dy,mnth,duration,campaign,pdays,previous,poutcome,y
35,admin.,divorced,secondary,no,1085,no,no,(274) 462-7126,5,jun,199,1,86,7,success,yes
58,retired,married,primary,no,1980,no,no,(268) 686-2778,5,jun,255,1,-1,0,unknown,yes
57,management,married,tertiary,no,1227,no,no,(318) 527-8947,5,jun,232,1,-1,0,unknown,yes
44,technician,married,tertiary,no,1933,no,no,(328) 332-5786,5,jun,462,1,-1,0,unknown,yes
25,services,single,secondary,no,801,no,no,(872) 270-5674,5,jun,255,2,-1,0,unknown,yes
31,blue-collar,married,primary,no,1644,no,no,(923) 892-7847,5,jun,247,3,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,(854) 626-4427,5,jun,109,1,-1,0,unknown,no
26,services,single,secondary,no,2158,yes,yes,(729) 681-5901,5,jun,227,1,-1,0,unknown,no
40,technician,married,secondary,no,1819,no,no,(616) 289-9974,5,jun,398,2,-1,0,unknown,no
34,services,single,tertiary,no,88,no,no,(417) 585-2801,5,jun,206,1,99,1,failure,no
57,retired,married,secondary,no,1841,no,no,(268) 977-3144,5,jun,302,1,-1,0,unknown,yes
25,self-employed,single,tertiary,no,42,yes,no,(268) 453-7340,5,jun,149,1,94,1,success,yes
21,student,single,secondary,no,794,no,no,(865) 934-8838,5,jun,191,1,-1,0,unknown,yes
36,management,single,tertiary,no,2163,no,no,(360) 640-6318,5,jun,317,1,-1,0,unknown,no
49,technician,married,secondary,no,905,no,no,(839) 684-4204,5,jun,1543,1,-1,0,unknown,yes
54,management,married,tertiary,no,8295,no,no,(768) 297-5139,5,jun,207,1,-1,0,unknown,yes
59,retired,married,primary,no,0,no,no,(835) 451-6789,5,jun,493,2,-1,0,unknown,yes
28,admin.,married,tertiary,no,153,yes,no,(224) 874-9248,5,jun,77,1,-1,0,unknown,no
28,management,single,tertiary,no,874,yes,no,(230) 284-4266,5,jun,509,1,-1,0,unknown,yes
24,management,single,tertiary,no,1004,yes,no,(400) 634-4602,5,jun,133,1,67,2,failure,no
34,blue-collar,single,secondary,no,215,no,no,(849) 404-7425,5,jun,329,1,94,3,success,no
37,blue-collar,married,secondary,no,4321,no,no,(902) 444-1814,5,jun,657,1,-1,0,unknown,yes
55,housemaid,married,unknown,no,366,no,no,(414) 587-6956,5,jun,365,3,57,2,other,yes
53,admin.,married,secondary,no,1796,no,no,(656) 647-7442,5,jun,145,1,-1,0,unknown,no
30,technician,single,tertiary,no,0,yes,no,(749) 773-7392,5,jun,159,2,-1,0,unknown,yes
35,management,single,tertiary,no,471,no,no,(713) 868-9219,5,jun,276,2,-1,0,unknown,yes
30,management,single,tertiary,no,2419,no,yes,(444) 585-4517,5,jun,213,2,-1,0,unknown,no
25,management,single,tertiary,no,289,no,no,(802) 848-7514,5,jun,604,1,-1,0,unknown,no
59,housemaid,married,secondary,no,0,no,no,(728) 692-5647,5,jun,153,1,-1,0,unknown,no
35,housemaid,single,primary,no,745,no,no,(435) 956-6733,5,jun,522,3,-1,0,unknown,yes
38,management,married,tertiary,no,1187,yes,yes,(874) 937-1518,5,jun,76,2,123,1,failure,no
31,admin.,single,tertiary,no,516,no,no,(978) 662-8443,5,jun,227,1,-1,0,unknown,no
23,student,single,secondary,no,9216,no,no,(527) 778-9609,5,jun,471,2,-1,0,unknown,no
42,unemployed,single,primary,no,8037,no,no,(349) 518-1278,5,jun,92,2,-1,0,unknown,no
21,services,single,secondary,no,361,no,no,(240) 856-5702,5,jun,329,1,95,1,other,no
31,management,single,tertiary,no,924,no,no,(959) 200-6583,5,jun,207,2,98,1,success,yes
34,technician,married,secondary,no,657,no,no,(468) 684-3357,5,jun,263,2,-1,0,unknown,no
35,management,married,tertiary,no,697,no,no,(546) 393-9720,5,jun,57,2,304,1,failure,no
41,unemployed,single,primary,no,216,no,no,(726) 254-6365,5,jun,577,3,-1,0,unknown,yes
29,technician,single,secondary,no,5763,no,yes,(868) 887-3317,5,jun,271,2,92,2,success,no
26,student,single,secondary,no,611,no,no,(323) 461-9645,5,jun,455,3,-1,0,unknown,no
55,management,divorced,tertiary,no,9756,yes,no,(588) 954-2771,5,jun,103,2,95,1,other,yes
30,unemployed,single,tertiary,no,1159,no,no,(259) 407-9502,5,jun,366,1,-1,0,unknown,yes
28,self-employed,single,tertiary,no,3290,no,no,(771) 246-2243,5,jun,201,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,1766,no,yes,(506) 220-4852,5,jun,166,2,-1,0,unknown,yes
31,admin.,married,secondary,no,389,yes,no,(508) 223-9505,5,jun,89,2,-1,0,unknown,no
48,housemaid,married,secondary,no,3570,no,no,(885) 233-5066,5,jun,58,2,-1,0,unknown,no
31,unemployed,single,secondary,no,582,yes,no,(603) 948-4191,5,jun,548,2,-1,0,unknown,yes
25,technician,single,tertiary,no,1693,no,no,(277) 206-8288,5,jun,96,2,-1,0,unknown,no
53,management,divorced,tertiary,no,380,no,yes,(581) 282-5793,5,jun,438,2,-1,0,unknown,yes
39,management,married,tertiary,no,1241,yes,no,(632) 724-4640,5,jun,138,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,1391,yes,no,(688) 491-9676,5,jun,614,2,-1,0,unknown,no
51,technician,married,tertiary,no,1315,no,no,(440) 248-7392,5,jun,303,2,-1,0,unknown,no
33,admin.,single,secondary,no,4713,no,no,(740) 497-5511,5,jun,110,2,-1,0,unknown,no
57,management,married,tertiary,no,256,no,no,(855) 848-9563,5,jun,304,2,91,1,success,yes
22,blue-collar,single,secondary,no,682,no,no,(578) 507-9976,5,jun,126,2,91,1,success,yes
36,services,married,primary,no,92,yes,no,(533) 879-3942,5,jun,244,7,-1,0,unknown,yes
33,technician,single,secondary,no,66,no,no,(237) 333-1075,5,jun,157,2,-1,0,unknown,yes
54,retired,single,primary,no,466,no,no,(434) 751-1819,5,jun,151,2,-1,0,unknown,no
54,self-employed,married,tertiary,no,1510,no,no,(865) 872-6553,5,jun,800,2,-1,0,unknown,no
50,management,married,secondary,no,309,no,no,(820) 340-6900,5,jun,113,1,-1,0,unknown,no
36,management,married,tertiary,no,361,no,no,(775) 922-8718,5,jun,200,2,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,64,no,no,(624) 652-1302,8,jun,143,2,-1,0,unknown,no
28,admin.,single,secondary,no,1448,no,no,(607) 549-6680,8,jun,130,5,-1,0,unknown,no
56,retired,married,unknown,no,230,no,no,(669) 523-3130,8,jun,58,2,-1,0,unknown,no
50,technician,single,secondary,no,1811,no,no,(951) 370-6432,8,jun,97,4,-1,0,unknown,no
35,admin.,married,tertiary,no,948,yes,no,(249) 853-3285,8,jun,86,1,-1,0,unknown,no
37,self-employed,single,tertiary,no,1758,no,no,(805) 506-9352,8,jun,98,2,-1,0,unknown,no
37,unknown,single,tertiary,no,0,no,no,(723) 899-1282,8,jun,257,2,97,1,success,yes
50,housemaid,married,secondary,no,388,no,no,(612) 883-2504,8,jun,152,2,89,2,success,no
52,unemployed,married,primary,no,426,no,no,(310) 964-3973,8,jun,252,5,-1,0,unknown,no
46,technician,married,secondary,no,3434,no,yes,(886) 686-4652,8,jun,148,2,101,1,success,yes
31,technician,single,tertiary,no,252,no,no,(258) 479-8074,8,jun,107,3,-1,0,unknown,yes
38,management,married,tertiary,no,1354,yes,no,(554) 644-5280,8,jun,127,3,130,2,failure,no
53,management,married,tertiary,no,1061,no,no,(718) 536-9660,8,jun,139,2,-1,0,unknown,no
49,admin.,married,tertiary,no,6574,no,no,(760) 295-6271,8,jun,138,3,-1,0,unknown,yes
51,self-employed,married,unknown,no,2094,no,no,(251) 487-2773,8,jun,458,6,-1,0,unknown,yes
34,technician,married,secondary,no,294,yes,no,(760) 739-1796,8,jun,301,3,-1,0,unknown,yes
33,self-employed,single,tertiary,no,1129,yes,no,(214) 537-6427,8,jun,84,2,-1,0,unknown,no
35,blue-collar,married,primary,no,1177,no,no,(357) 430-7433,8,jun,243,4,-1,0,unknown,yes
35,management,married,tertiary,no,925,no,no,(243) 501-5897,8,jun,200,4,-1,0,unknown,yes
25,management,single,tertiary,no,6246,no,no,(589) 557-7567,9,jun,98,3,-1,0,unknown,no
28,technician,single,secondary,no,1363,no,no,(320) 865-8229,9,jun,431,3,102,1,success,no
31,management,married,tertiary,no,242,yes,no,(345) 434-1359,9,jun,106,4,-1,0,unknown,no
32,admin.,single,tertiary,no,8866,no,no,(783) 393-7185,9,jun,234,2,83,2,success,yes
31,technician,single,secondary,no,816,no,no,(617) 202-4849,9,jun,100,2,-1,0,unknown,no
31,services,single,secondary,no,365,no,no,(866) 738-9743,9,jun,337,3,-1,0,unknown,no
53,unemployed,single,primary,no,183,no,no,(421) 567-7403,9,jun,835,2,-1,0,unknown,no
43,entrepreneur,divorced,secondary,no,3780,yes,no,(487) 823-6299,9,jun,67,2,202,3,failure,no
50,unemployed,married,secondary,no,3357,no,no,(606) 994-6546,9,jun,239,4,-1,0,unknown,yes
36,entrepreneur,divorced,tertiary,no,3407,no,no,(622) 338-2879,9,jun,993,4,85,4,success,yes
31,management,single,tertiary,no,5205,no,no,(964) 263-7365,9,jun,529,2,-1,0,unknown,yes
41,management,married,tertiary,no,254,no,no,(346) 857-1109,9,jun,183,2,294,2,failure,yes
50,management,divorced,tertiary,no,151,no,no,(774) 887-3507,9,jun,103,4,-1,0,unknown,no
25,technician,single,tertiary,no,3630,no,no,(437) 260-4078,9,jun,221,7,-1,0,unknown,yes
37,services,married,secondary,no,3,yes,no,(514) 280-2047,12,jun,105,4,318,6,failure,no
31,blue-collar,divorced,secondary,no,15187,no,no,(705) 655-7301,12,jun,127,2,-1,0,unknown,no
52,management,married,tertiary,no,437,no,no,(231) 391-1326,12,jun,137,3,113,1,other,no
24,management,single,tertiary,no,1506,no,no,(671) 957-3078,12,jun,239,2,95,4,success,yes
41,management,single,secondary,no,764,no,no,(712) 313-6282,12,jun,230,2,-1,0,unknown,no
42,services,married,tertiary,no,4216,no,no,(244) 367-3884,12,jun,186,2,-1,0,unknown,yes
30,management,married,tertiary,no,27,yes,no,(410) 749-5018,12,jun,175,2,319,2,other,no
30,technician,single,secondary,no,601,no,no,(504) 547-1869,12,jun,80,3,105,1,failure,no
25,services,single,tertiary,no,12,no,no,(459) 350-2878,12,jun,126,6,-1,0,unknown,yes
40,blue-collar,divorced,secondary,no,5666,no,yes,(304) 601-6204,12,jun,69,4,-1,0,unknown,no
60,management,married,secondary,no,544,no,no,(401) 884-6988,12,jun,95,7,357,2,failure,yes
29,technician,married,tertiary,no,858,yes,no,(370) 927-9445,12,jun,234,7,330,1,failure,no
30,admin.,single,secondary,no,523,no,yes,(746) 594-8608,12,jun,136,3,101,1,success,no
49,technician,divorced,tertiary,no,0,yes,no,(224) 328-7942,12,jun,177,3,-1,0,unknown,no
48,technician,married,tertiary,no,58,yes,no,(374) 752-3378,12,jun,110,2,-1,0,unknown,no
26,self-employed,single,tertiary,no,1444,no,no,(858) 331-7900,12,jun,139,5,-1,0,unknown,no
23,student,single,primary,no,1235,no,no,(519) 368-8435,12,jun,39,3,-1,0,unknown,no
60,blue-collar,married,primary,no,29184,no,no,(345) 505-2091,15,jun,94,2,-1,0,unknown,no
22,student,single,unknown,no,1,no,no,(715) 358-1209,15,jun,263,4,-1,0,unknown,no
28,self-employed,single,secondary,no,1536,no,no,(485) 977-1768,15,jun,294,3,-1,0,unknown,no
47,technician,divorced,secondary,no,1013,no,no,(473) 930-6932,15,jun,54,3,-1,0,unknown,no
40,self-employed,single,tertiary,no,10346,no,no,(960) 896-2356,15,jun,491,2,207,1,other,yes
50,management,married,tertiary,no,1612,no,no,(861) 540-4587,15,jun,532,2,98,2,other,yes
34,management,single,tertiary,no,1741,yes,no,(637) 725-6464,15,jun,268,1,-1,0,unknown,no
34,technician,married,tertiary,no,1539,yes,no,(563) 724-8874,15,jun,441,1,56,1,other,yes
54,blue-collar,married,secondary,no,21,no,no,(237) 520-7066,15,jun,439,1,-1,0,unknown,no
31,admin.,single,secondary,no,131,yes,no,(449) 416-4898,15,jun,151,1,-1,0,unknown,yes
51,blue-collar,married,secondary,no,19,no,no,(974) 935-4650,15,jun,292,1,-1,0,unknown,no
33,management,married,tertiary,no,1390,no,no,(840) 469-7115,15,jun,92,2,312,2,failure,no
25,technician,single,tertiary,no,2206,yes,no,(400) 766-1101,15,jun,114,1,-1,0,unknown,no
32,management,single,tertiary,no,718,yes,no,(558) 618-3720,15,jun,95,1,-1,0,unknown,yes
54,management,single,tertiary,no,2081,no,no,(221) 784-9878,15,jun,147,1,-1,0,unknown,no
29,management,single,tertiary,no,4694,no,no,(517) 205-7768,15,jun,181,1,-1,0,unknown,no
24,admin.,single,tertiary,no,454,yes,no,(832) 733-9286,15,jun,139,1,-1,0,unknown,no
60,admin.,married,secondary,no,3547,no,no,(330) 234-5460,15,jun,351,6,-1,0,unknown,yes
32,services,married,secondary,no,914,no,no,(963) 807-6838,15,jun,372,1,-1,0,unknown,yes
25,admin.,single,tertiary,no,1185,no,no,(438) 334-6760,15,jun,135,1,-1,0,unknown,no
52,entrepreneur,married,secondary,no,1306,no,no,(345) 838-4168,15,jun,288,1,-1,0,unknown,yes
33,unemployed,married,tertiary,no,3335,no,no,(857) 799-9586,15,jun,92,1,301,6,failure,no
34,blue-collar,divorced,unknown,no,172,no,no,(771) 723-7949,15,jun,177,1,-1,0,unknown,yes
26,student,single,tertiary,no,0,no,no,(642) 362-7214,15,jun,41,2,-1,0,unknown,no
59,technician,married,secondary,no,259,no,no,(337) 724-6476,15,jun,415,1,89,1,success,yes
25,technician,single,secondary,no,266,no,yes,(970) 864-6613,15,jun,74,1,-1,0,unknown,no
26,admin.,single,tertiary,no,617,no,no,(444) 276-9550,15,jun,157,1,-1,0,unknown,no
56,retired,married,secondary,no,-1206,yes,no,(278) 894-6661,15,jun,382,2,-1,0,unknown,yes
55,blue-collar,married,secondary,no,4577,no,no,(882) 305-6204,15,jun,24,1,-1,0,unknown,no
36,admin.,divorced,tertiary,no,4708,no,no,(669) 473-1960,15,jun,104,1,-1,0,unknown,no
47,management,single,tertiary,no,372,no,no,(541) 766-6386,15,jun,257,1,-1,0,unknown,yes
28,services,single,secondary,no,102,no,no,(237) 636-9307,15,jun,64,1,89,3,other,no
58,retired,married,primary,no,1077,no,no,(680) 786-1176,15,jun,592,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,206,no,no,(941) 240-3996,15,jun,88,2,-1,0,unknown,no
43,management,married,tertiary,no,3518,no,no,(719) 822-9818,15,jun,181,2,-1,0,unknown,yes
25,services,single,secondary,no,505,no,no,(430) 929-7152,15,jun,284,1,-1,0,unknown,yes
35,self-employed,single,tertiary,no,71,no,no,(212) 369-5566,15,jun,651,1,-1,0,unknown,yes
31,student,single,secondary,no,1776,no,no,(739) 391-6634,15,jun,220,1,207,1,other,yes
27,management,single,tertiary,no,20585,no,no,(835) 253-3935,15,jun,188,1,-1,0,unknown,yes
26,admin.,married,secondary,no,1595,no,no,(925) 691-3139,15,jun,155,1,105,1,failure,yes
23,blue-collar,single,primary,no,382,no,no,(839) 783-8219,15,jun,74,1,108,1,other,no
31,technician,single,tertiary,no,969,no,no,(859) 969-8098,15,jun,95,1,-1,0,unknown,no
37,admin.,single,tertiary,no,1000,yes,no,(233) 563-2902,15,jun,322,1,90,1,success,yes
46,housemaid,single,tertiary,no,3232,no,no,(875) 918-8351,15,jun,94,2,-1,0,unknown,no
35,management,single,tertiary,no,2015,no,no,(211) 458-1108,15,jun,60,1,390,1,failure,no
35,services,single,secondary,no,1701,yes,no,(660) 886-7351,15,jun,175,1,67,3,other,no
39,services,single,secondary,no,1048,yes,no,(552) 761-9180,15,jun,108,1,32,1,failure,no
28,admin.,single,secondary,no,2,no,no,(311) 602-8037,15,jun,60,1,-1,0,unknown,no
39,technician,married,secondary,no,697,no,no,(877) 779-3602,15,jun,108,1,-1,0,unknown,no
27,admin.,single,tertiary,no,138,no,no,(315) 315-6812,15,jun,89,2,-1,0,unknown,yes
45,services,married,unknown,no,8319,no,no,(369) 693-5255,15,jun,75,2,-1,0,unknown,no
28,admin.,single,secondary,no,520,yes,no,(378) 317-3032,15,jun,29,1,-1,0,unknown,no
46,management,married,tertiary,no,0,no,no,(713) 323-7821,15,jun,83,4,-1,0,unknown,no
27,management,single,tertiary,no,522,no,no,(505) 345-2955,15,jun,79,1,-1,0,unknown,no
49,management,married,tertiary,no,561,no,no,(408) 958-8577,15,jun,173,1,-1,0,unknown,yes
24,admin.,single,tertiary,no,106,no,yes,(487) 416-9651,15,jun,77,1,-1,0,unknown,no
60,retired,married,tertiary,no,2196,no,no,(454) 777-8020,15,jun,318,3,-1,0,unknown,no
35,management,married,tertiary,no,2461,no,no,(626) 516-5570,15,jun,205,2,81,4,other,no
26,management,single,tertiary,no,170,no,no,(951) 370-2400,15,jun,129,1,-1,0,unknown,yes
37,technician,married,unknown,no,189,no,no,(357) 982-1532,16,jun,162,2,-1,0,unknown,yes
34,management,married,tertiary,no,180,no,no,(704) 585-1060,16,jun,298,3,-1,0,unknown,no
28,management,single,tertiary,no,502,no,no,(832) 363-9071,16,jun,136,2,-1,0,unknown,yes
33,blue-collar,married,secondary,no,379,yes,yes,(778) 303-1270,16,jun,263,2,-1,0,unknown,yes
30,admin.,married,secondary,no,124,no,no,(347) 481-6384,16,jun,161,2,-1,0,unknown,no
20,student,single,unknown,no,457,no,no,(782) 881-6741,16,jun,214,1,-1,0,unknown,no
31,technician,married,unknown,no,14533,no,no,(940) 404-2903,16,jun,245,2,-1,0,unknown,yes
29,services,single,secondary,no,2800,no,no,(246) 425-5874,16,jun,202,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,1127,no,no,(748) 483-3467,16,jun,399,1,-1,0,unknown,no
28,admin.,single,secondary,no,136,no,no,(339) 286-8339,16,jun,355,1,-1,0,unknown,yes
25,student,single,secondary,no,548,no,yes,(403) 825-9087,16,jun,281,1,-1,0,unknown,no
23,student,single,tertiary,no,341,no,no,(758) 838-7733,16,jun,89,2,-1,0,unknown,no
53,services,married,unknown,no,2009,no,no,(347) 734-9826,16,jun,250,1,-1,0,unknown,no
27,admin.,single,secondary,no,3629,no,no,(239) 279-9778,16,jun,66,1,-1,0,unknown,no
30,management,single,tertiary,no,2,no,no,(701) 246-7953,16,jun,102,1,85,1,failure,no
55,management,married,tertiary,no,86,no,no,(920) 434-7086,16,jun,64,1,-1,0,unknown,no
50,management,married,tertiary,no,1463,no,yes,(852) 978-8512,16,jun,459,2,-1,0,unknown,no
22,student,single,tertiary,no,1161,no,yes,(421) 845-6885,16,jun,119,1,-1,0,unknown,no
24,admin.,single,secondary,no,-98,yes,no,(987) 995-9066,16,jun,229,1,-1,0,unknown,no
27,technician,single,secondary,no,2731,no,no,(943) 366-4871,16,jun,30,1,-1,0,unknown,no
48,management,married,tertiary,no,2,no,no,(383) 764-5722,16,jun,79,2,-1,0,unknown,no
29,management,single,tertiary,no,1675,no,no,(701) 285-6231,16,jun,276,2,-1,0,unknown,no
48,technician,married,secondary,no,1981,yes,no,(517) 800-3159,16,jun,404,3,92,5,failure,no
58,management,married,tertiary,no,6711,no,no,(866) 289-7454,16,jun,95,3,-1,0,unknown,no
32,services,married,secondary,no,689,yes,yes,(483) 448-2200,16,jun,162,3,-1,0,unknown,yes
26,blue-collar,single,primary,no,2363,no,yes,(715) 564-2461,16,jun,569,2,-1,0,unknown,no
49,management,married,tertiary,no,4200,yes,no,(450) 997-3615,16,jun,55,2,-1,0,unknown,no
27,services,single,secondary,no,246,no,no,(866) 519-4855,17,jun,453,2,-1,0,unknown,yes
32,student,single,unknown,no,640,no,no,(900) 857-3778,17,jun,49,2,134,1,failure,no
21,management,single,tertiary,no,243,no,yes,(906) 725-2284,17,jun,181,2,-1,0,unknown,no
35,admin.,married,secondary,no,557,yes,no,(930) 962-5321,17,jun,54,4,-1,0,unknown,no
59,admin.,married,secondary,no,3735,no,no,(286) 233-4572,17,jun,243,3,91,6,success,yes
24,technician,single,secondary,no,987,no,yes,(380) 322-5200,17,jun,208,4,-1,0,unknown,no
37,management,married,tertiary,no,26,no,no,(428) 909-4285,17,jun,151,7,62,4,failure,no
43,blue-collar,married,primary,no,1518,no,no,(909) 450-4692,17,jun,94,6,-1,0,unknown,no
30,management,single,tertiary,no,8535,no,no,(764) 531-2975,18,jun,393,2,-1,0,unknown,yes
31,technician,single,tertiary,no,1527,yes,no,(264) 550-6017,18,jun,140,2,-1,0,unknown,no
57,entrepreneur,married,tertiary,no,0,no,no,(554) 387-6347,18,jun,390,15,-1,0,unknown,no
30,technician,single,secondary,no,2567,no,no,(989) 785-2967,18,jun,813,4,-1,0,unknown,yes
39,blue-collar,divorced,tertiary,no,382,no,no,(589) 554-7834,18,jun,201,3,-1,0,unknown,no
34,management,married,tertiary,no,443,no,no,(288) 768-3681,18,jun,235,3,-1,0,unknown,yes
57,entrepreneur,married,secondary,no,9902,no,no,(713) 360-6125,18,jun,88,3,-1,0,unknown,no
60,retired,married,primary,no,37,no,no,(857) 545-6041,18,jun,754,3,-1,0,unknown,no
38,self-employed,single,tertiary,no,605,no,no,(563) 536-5388,18,jun,1603,10,-1,0,unknown,yes
42,management,married,secondary,no,6526,no,no,(550) 751-2524,18,jun,133,2,399,3,failure,no
58,retired,married,primary,no,2074,no,no,(722) 753-8774,18,jun,259,2,-1,0,unknown,yes
34,management,married,tertiary,no,2374,yes,yes,(928) 956-9648,18,jun,270,2,314,2,failure,yes
26,services,single,secondary,no,1347,no,no,(729) 522-7594,18,jun,280,6,92,5,other,yes
59,retired,married,primary,no,3648,no,no,(713) 430-8407,19,jun,1321,3,-1,0,unknown,yes
42,technician,married,secondary,no,1539,no,no,(452) 361-7404,19,jun,63,5,211,2,failure,no
49,management,single,tertiary,no,7443,no,no,(610) 477-6241,19,jun,293,5,211,2,failure,yes
28,self-employed,single,tertiary,no,442,no,no,(944) 254-7350,19,jun,474,3,95,3,other,yes
23,student,single,secondary,no,1021,no,no,(538) 696-6648,19,jun,79,9,-1,0,unknown,no
31,management,married,tertiary,no,6138,no,no,(452) 260-5242,19,jun,241,5,-1,0,unknown,no
50,management,married,tertiary,no,5108,yes,no,(415) 836-1686,19,jun,140,2,-1,0,unknown,no
26,management,divorced,tertiary,no,667,no,no,(341) 731-8682,19,jun,177,2,-1,0,unknown,no
57,management,married,tertiary,no,10583,no,no,(911) 315-5787,22,jun,295,3,-1,0,unknown,yes
35,management,married,tertiary,no,2088,yes,no,(711) 496-4623,22,jun,457,3,-1,0,unknown,no
59,self-employed,married,tertiary,no,185,no,no,(273) 317-5713,22,jun,177,5,138,1,failure,no
55,admin.,married,secondary,no,9329,no,no,(915) 264-6897,22,jun,136,1,95,1,failure,no
27,self-employed,single,tertiary,no,147,no,no,(310) 713-9049,22,jun,111,5,-1,0,unknown,no
54,unemployed,married,tertiary,no,6590,no,no,(457) 408-4343,22,jun,160,4,-1,0,unknown,no
32,entrepreneur,married,primary,no,3083,no,no,(784) 798-9190,22,jun,271,2,-1,0,unknown,no
30,technician,married,secondary,no,2326,no,no,(615) 748-3253,22,jun,67,1,108,1,success,no
83,retired,married,primary,no,425,no,no,(306) 749-3435,22,jun,883,1,140,1,failure,yes
31,technician,married,secondary,no,660,no,no,(427) 389-2005,22,jun,115,1,-1,0,unknown,no
43,blue-collar,married,primary,no,0,no,no,(964) 488-6877,22,jun,570,3,-1,0,unknown,no
61,management,married,tertiary,no,997,no,no,(972) 461-9182,22,jun,269,1,104,1,success,yes
78,retired,divorced,tertiary,no,1016,no,no,(709) 479-5522,22,jun,524,1,-1,0,unknown,no
73,retired,married,tertiary,no,448,no,no,(683) 887-3758,22,jun,68,1,90,1,success,no
26,unemployed,single,secondary,no,771,no,no,(319) 954-7821,22,jun,113,1,109,1,failure,no
64,retired,married,secondary,no,5966,yes,no,(740) 635-2733,22,jun,983,1,-1,0,unknown,yes
58,management,married,secondary,no,111,no,no,(719) 334-8500,22,jun,39,1,90,2,failure,no
37,entrepreneur,single,secondary,no,2543,no,no,(452) 403-8407,22,jun,69,4,-1,0,unknown,no
37,admin.,married,secondary,no,2061,yes,yes,(360) 980-1537,22,jun,459,1,109,3,failure,yes
79,retired,married,secondary,no,723,no,no,(268) 500-1707,22,jun,295,3,-1,0,unknown,no
68,retired,married,secondary,no,0,no,no,(233) 307-9986,22,jun,586,1,-1,0,unknown,yes
19,student,single,secondary,no,1803,no,no,(861) 548-6696,23,jun,124,1,105,1,failure,no
48,admin.,divorced,secondary,no,0,yes,yes,(260) 970-9247,23,jun,248,1,89,1,failure,no
27,management,single,tertiary,no,446,no,no,(638) 254-9022,23,jun,205,3,-1,0,unknown,no
58,admin.,married,secondary,no,4348,yes,no,(946) 853-7665,23,jun,790,4,141,1,other,yes
66,management,married,tertiary,no,1048,yes,no,(939) 567-3772,23,jun,971,2,-1,0,unknown,no
71,retired,married,secondary,no,1998,no,no,(404) 734-4738,23,jun,201,1,-1,0,unknown,no
63,retired,married,secondary,no,2747,no,no,(673) 350-2587,23,jun,206,1,-1,0,unknown,no
71,retired,married,tertiary,no,2887,no,no,(928) 915-8609,30,jun,128,1,-1,0,unknown,yes
61,retired,married,secondary,no,3340,no,no,(926) 690-6401,30,jun,224,1,-1,0,unknown,no
52,admin.,divorced,tertiary,no,0,yes,yes,(244) 935-9548,30,jun,122,1,64,1,failure,no
54,management,married,tertiary,no,1464,no,no,(922) 737-1869,30,jun,157,1,-1,0,unknown,yes
45,technician,married,secondary,no,315,yes,no,(424) 623-9184,30,jun,103,1,-1,0,unknown,no
33,housemaid,single,secondary,no,1363,no,no,(965) 329-4023,30,jun,42,1,-1,0,unknown,no
80,retired,married,tertiary,no,3669,no,no,(607) 346-9724,30,jun,166,1,-1,0,unknown,no
44,technician,married,secondary,no,584,no,no,(302) 684-3183,30,jun,78,1,-1,0,unknown,no
45,management,married,tertiary,no,1529,no,no,(606) 815-5251,30,jun,160,1,-1,0,unknown,no
37,management,married,tertiary,no,1315,no,no,(287) 516-3704,30,jun,224,1,-1,0,unknown,yes
22,student,single,unknown,no,466,no,no,(453) 637-5410,30,jun,377,1,-1,0,unknown,yes
44,management,married,tertiary,no,2383,no,no,(961) 388-3486,1,jul,571,2,-1,0,unknown,yes
35,admin.,married,secondary,no,1254,yes,yes,(508) 409-4089,1,jul,132,2,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,1649,no,yes,(363) 244-7288,1,jul,140,3,-1,0,unknown,yes
69,retired,divorced,secondary,no,1806,no,no,(745) 904-3465,1,jul,148,2,-1,0,unknown,no
33,technician,single,tertiary,no,6281,yes,no,(470) 797-2702,1,jul,1057,1,393,4,success,no
41,unknown,single,tertiary,no,1567,no,no,(587) 284-3429,1,jul,291,2,-1,0,unknown,no
61,retired,married,secondary,no,13164,no,no,(870) 994-3871,1,jul,92,1,-1,0,unknown,no
72,self-employed,married,tertiary,no,132,no,no,(700) 936-4936,1,jul,260,2,65,1,success,yes
78,retired,divorced,primary,no,2787,no,no,(838) 322-6618,1,jul,372,1,-1,0,unknown,yes
26,services,single,tertiary,no,0,no,yes,(403) 975-7114,1,jul,261,4,-1,0,unknown,yes
69,retired,divorced,primary,no,482,no,no,(466) 685-2967,2,jul,260,2,-1,0,unknown,yes
41,blue-collar,married,secondary,no,203,no,no,(722) 332-9191,2,jul,342,2,-1,0,unknown,yes
45,technician,divorced,unknown,no,1823,no,no,(269) 666-8113,2,jul,97,1,377,2,failure,no
51,management,married,tertiary,no,812,no,no,(217) 581-2919,2,jul,248,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,88,yes,no,(706) 537-4767,2,jul,275,1,-1,0,unknown,yes
40,management,married,tertiary,no,-63,no,yes,(708) 474-1460,2,jul,196,1,-1,0,unknown,no
